,y
2998,1
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,1
3006,0
3007,1
3008,1
3009,0
3010,1
3011,0
3012,1
3013,1
3014,1
3015,0
3016,1
3017,0
3018,0
3019,1
3020,1
3021,1
3022,0
3023,0
3024,0
3025,1
3026,0
3027,1
3028,0
3029,0
3030,0
3031,1
3032,0
3033,0
3034,0
3035,1
3036,0
3037,0
3038,1
3039,1
3040,1
3041,1
3042,0
3043,1
3044,0
3045,0
3046,0
3047,0
3048,1
3049,0
3050,1
3051,1
3052,0
3053,0
3054,1
3055,1
3056,0
3057,1
3058,0
3059,0
3060,1
3061,1
3062,1
3063,0
3064,0
3065,0
3066,1
3067,1
3068,1
3069,1
3070,1
3071,0
3072,1
3073,1
3074,1
3075,0
3076,0
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,0
3084,0
3085,0
3086,0
3087,1
3088,1
3089,1
3090,0
3091,1
3092,0
3093,1
3094,0
3095,0
3096,0
3097,1
3098,0
3099,1
3100,0
3101,1
3102,0
3103,0
3104,1
3105,0
3106,0
3107,1
3108,0
3109,1
3110,1
3111,0
3112,1
3113,1
3114,0
3115,1
3116,0
3117,1
3118,1
3119,1
3120,0
3121,1
3122,1
3123,1
3124,0
3125,1
3126,1
3127,1
3128,1
3129,0
3130,0
3131,0
3132,1
3133,1
3134,1
3135,1
3136,0
3137,1
3138,1
3139,1
3140,0
3141,1
3142,1
3143,0
3144,0
3145,1
3146,1
3147,1
3148,0
3149,1
3150,0
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,0
3158,1
3159,1
3160,0
3161,1
3162,1
3163,1
3164,0
3165,1
3166,0
3167,1
3168,0
3169,1
3170,1
3171,0
3172,0
3173,1
3174,1
3175,0
3176,0
3177,0
3178,1
3179,0
3180,0
3181,0
3182,1
3183,1
3184,0
3185,0
3186,0
3187,0
3188,1
3189,1
3190,1
3191,1
3192,1
3193,0
3194,1
3195,1
3196,1
3197,0
3198,1
3199,1
3200,0
3201,1
3202,0
3203,1
3204,0
3205,0
3206,1
3207,0
3208,1
3209,0
3210,1
3211,0
3212,1
3213,1
3214,1
3215,1
3216,0
3217,0
3218,1
3219,1
3220,0
3221,0
3222,1
3223,1
3224,0
3225,0
3226,1
3227,1
3228,0
3229,0
3230,0
3231,1
3232,1
3233,0
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,0
3241,0
3242,0
3243,1
3244,1
3245,0
3246,0
3247,1
3248,0
3249,0
3250,1
3251,1
3252,0
3253,1
3254,0
3255,1
3256,1
3257,1
3258,0
3259,1
3260,0
3261,0
3262,0
3263,1
3264,0
3265,1
3266,0
3267,1
3268,1
3269,0
3270,1
3271,1
3272,1
3273,0
3274,1
3275,1
3276,1
3277,1
3278,0
3279,0
3280,0
3281,1
3282,0
3283,1
3284,1
3285,0
3286,1
3287,1
3288,0
3289,0
3290,0
3291,0
3292,1
3293,1
3294,1
3295,0
3296,0
3297,1
3298,0
3299,0
3300,0
3301,1
3302,0
3303,0
3304,1
3305,0
3306,0
3307,0
3308,0
3309,0
3310,1
3311,1
3312,0
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,0
3320,1
3321,1
3322,0
3323,0
3324,1
3325,1
3326,0
3327,0
3328,1
3329,1
3330,0
3331,0
3332,1
3333,1
3334,0
3335,1
3336,0
3337,1
3338,0
3339,0
3340,1
3341,0
3342,0
3343,1
3344,0
3345,0
3346,1
3347,1
3348,0
3349,0
3350,1
3351,1
3352,0
3353,0
3354,1
3355,1
3356,0
3357,1
3358,1
3359,1
3360,0
3361,1
3362,0
3363,1
3364,1
3365,0
3366,1
3367,1
3368,0
3369,0
3370,1
3371,1
3372,0
3373,1
3374,1
3375,0
3376,1
3377,0
3378,0
3379,1
3380,1
3381,1
3382,1
3383,1
3384,0
3385,0
3386,0
3387,1
3388,0
3389,1
3390,0
3391,1
3392,1
3393,0
3394,1
3395,0
3396,1
3397,1
3398,0
3399,0
3400,0
3401,0
3402,1
3403,0
3404,0
3405,0
3406,0
3407,1
3408,0
3409,1
3410,0
3411,1
3412,0
3413,1
3414,1
3415,1
3416,1
3417,0
3418,1
3419,0
3420,0
3421,0
3422,0
3423,1
3424,0
3425,1
3426,1
3427,1
3428,0
3429,0
3430,1
3431,0
3432,0
3433,1
3434,1
3435,1
3436,1
3437,0
3438,1
3439,0
3440,1
3441,0
3442,1
3443,1
3444,1
3445,1
3446,1
3447,0
3448,0
3449,1
3450,0
3451,1
3452,0
3453,0
3454,0
3455,1
3456,0
3457,0
3458,0
3459,0
3460,1
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,1
3468,0
3469,0
3470,0
3471,1
3472,1
3473,1
3474,0
3475,1
3476,1
3477,0
3478,0
3479,0
3480,1
3481,0
3482,1
3483,0
3484,0
3485,1
3486,1
3487,1
3488,1
3489,1
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,1
3501,1
3502,1
3503,1
3504,1
3505,0
3506,0
3507,1
3508,0
3509,1
3510,0
3511,0
3512,0
3513,1
3514,0
3515,1
3516,1
3517,0
3518,0
3519,0
3520,1
3521,0
3522,0
3523,0
3524,0
3525,0
3526,1
3527,0
3528,0
3529,1
3530,0
3531,0
3532,1
3533,1
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,1
3545,1
3546,0
3547,0
3548,0
3549,1
3550,1
3551,1
3552,0
3553,0
3554,1
3555,0
3556,0
3557,1
3558,1
3559,1
3560,1
3561,0
3562,1
3563,0
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,0
3571,1
3572,1
3573,0
3574,1
3575,0
3576,1
3577,0
3578,0
3579,1
3580,1
3581,0
3582,0
3583,1
3584,1
3585,0
3586,0
3587,1
3588,0
3589,0
3590,1
3591,1
3592,0
3593,1
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,0
3601,0
3602,0
3603,1
3604,1
3605,0
3606,0
3607,1
3608,0
3609,0
3610,1
3611,0
3612,1
3613,0
3614,1
3615,1
3616,1
3617,0
3618,0
3619,1
3620,1
3621,0
3622,1
3623,1
3624,1
3625,1
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,1
3633,1
3634,1
3635,0
3636,1
3637,0
3638,1
3639,0
3640,1
3641,1
3642,1
3643,0
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,0
3652,1
3653,1
3654,0
3655,1
3656,1
3657,1
3658,0
3659,1
3660,1
3661,0
3662,0
3663,1
3664,1
3665,1
3666,1
3667,1
3668,0
3669,1
3670,0
3671,1
3672,0
3673,0
3674,1
3675,0
3676,0
3677,1
3678,0
3679,1
3680,0
3681,1
3682,0
3683,1
3684,1
3685,1
3686,0
3687,0
3688,0
3689,0
3690,1
3691,0
3692,0
3693,0
3694,1
3695,0
3696,0
3697,1
3698,0
3699,1
3700,1
3701,0
3702,1
3703,1
3704,1
3705,1
3706,1
3707,0
3708,0
3709,0
3710,1
3711,0
3712,0
3713,1
3714,0
3715,0
3716,1
3717,1
3718,1
3719,0
3720,1
3721,1
3722,1
3723,1
3724,1
3725,0
3726,1
3727,1
3728,1
3729,0
3730,1
3731,1
3732,0
3733,1
3734,0
3735,1
3736,0
3737,1
3738,0
3739,1
3740,0
3741,1
3742,0
3743,1
3744,1
3745,0
3746,0
3747,1
3748,0
3749,0
3750,0
3751,0
3752,1
3753,1
3754,1
3755,0
3756,1
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,1
3765,0
3766,0
3767,1
3768,0
3769,1
3770,1
3771,1
3772,1
3773,1
3774,0
3775,1
3776,1
3777,0
3778,1
3779,1
3780,1
3781,0
3782,1
3783,0
3784,0
3785,1
3786,0
3787,0
3788,0
3789,0
3790,1
3791,1
3792,0
3793,0
3794,1
3795,1
3796,0
3797,0
3798,1
3799,0
3800,0
3801,0
3802,0
3803,0
3804,1
3805,0
3806,1
3807,0
3808,1
3809,1
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,0
3819,0
3820,1
3821,0
3822,1
3823,0
3824,0
3825,0
3826,1
3827,1
3828,1
3829,0
3830,0
3831,1
3832,0
3833,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,0
3841,1
3842,0
3843,0
3844,0
3845,1
3846,0
3847,1
3848,0
3849,1
3850,1
3851,1
3852,0
3853,0
3854,0
3855,0
3856,0
3857,1
3858,0
3859,0
3860,0
3861,1
3862,0
3863,1
3864,0
3865,1
3866,1
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,1
3874,0
3875,0
3876,1
3877,1
3878,0
3879,1
3880,0
3881,0
3882,0
3883,1
3884,1
3885,0
3886,0
3887,1
3888,0
3889,1
3890,0
3891,1
3892,0
3893,1
3894,1
3895,1
3896,0
3897,0
3898,0
3899,1
3900,1
3901,0
3902,0
3903,1
3904,0
3905,0
3906,0
3907,0
3908,1
3909,1
3910,0
3911,0
3912,1
3913,0
3914,0
3915,0
3916,1
3917,0
3918,1
3919,1
3920,0
3921,1
3922,0
3923,1
3924,1
3925,0
3926,0
3927,0
3928,1
3929,1
3930,1
3931,1
3932,1
3933,0
3934,0
3935,1
3936,0
3937,0
3938,0
3939,1
3940,1
3941,0
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,0
3949,0
3950,1
3951,0
3952,1
3953,0
3954,0
3955,1
3956,1
3957,0
3958,1
3959,0
3960,1
3961,1
3962,1
3963,1
3964,1
3965,0
3966,0
3967,1
3968,0
3969,1
3970,0
3971,0
3972,1
3973,1
3974,0
3975,0
3976,1
3977,0
3978,0
3979,1
3980,1
3981,0
3982,0
3983,1
3984,1
3985,0
3986,0
3987,0
3988,1
3989,1
3990,1
3991,1
3992,0
3993,0
3994,1
3995,0
3996,0
3997,0
3998,1
3999,0
